	City	Taxon	1.1.1	1.1.3	1.1.5	1.1.98	1.10.3	1.10.5	1.11.1	1.12.2	1.12.5	1.12.7	1.12.99	1.13.11	1.13.12	1.14.11	1.14.12	1.14.13	1.14.14	1.14.99	1.15.1	1.16.1	1.16.3	1.17.1	1.17.4	1.17.7	1.17.99	1.18.1	1.2.1	1.2.4	1.2.5	1.2.7	1.2.98	1.2.99	1.20.1	1.20.4	1.3.1	1.3.3	1.3.5	1.3.7	1.3.8	1.3.99	1.4.1	1.4.3	1.4.4	1.4.7	1.5.1	1.5.3	1.5.8	1.6.1	1.6.2	1.6.5	1.6.6	1.6.99	1.7.1	1.7.2	1.7.3	1.7.5	1.7.99	1.8.1	1.8.4	1.8.5	1.8.7	1.9.6	1.97.1	2.1.1	2.1.2	2.1.3	2.10.1	2.2.1	2.3.1	2.3.2	2.3.3	2.4.1	2.4.2	2.4.99	2.5.1	2.6.1	2.6.99	2.7.1	2.7.10	2.7.11	2.7.13	2.7.2	2.7.3	2.7.4	2.7.6	2.7.7	2.7.8	2.7.9	2.8.1	2.8.2	2.8.3	2.8.4	2.9.1	3.1.1	3.1.11	3.1.13	3.1.2	3.1.21	3.1.22	3.1.26	3.1.3	3.1.4	3.1.5	3.1.6	3.1.8	3.11.1	3.2.1	3.2.2	3.3.2	3.4.11	3.4.13	3.4.15	3.4.16	3.4.17	3.4.19	3.4.21	3.4.22	3.4.23	3.4.24	3.4.25	3.4.99	3.5.1	3.5.2	3.5.3	3.5.4	3.5.99	3.6.1	3.6.4	3.6.5	3.7.1	3.8.1	4.1.1	4.1.2	4.1.3	4.1.99	4.2.1	4.2.2	4.2.3	4.2.99	4.3.1	4.3.2	4.3.3	4.3.99	4.4.1	4.6.1	4.99.1	5.1.1	5.1.2	5.1.3	5.1.99	5.2.1	5.3.1	5.3.2	5.3.3	5.3.4	5.4.2	5.4.3	5.4.4	5.4.99	5.5.1	5.6.1	5.6.2	6.1.1	6.1.2	6.2.1	6.3.1	6.3.2	6.3.3	6.3.4	6.3.5	6.4.1	6.5.1	7.1.1	7.1.2	7.2.1	7.2.2	7.2.4	7.3.2	7.4.2	7.5.2	7.6.2
NYC_Kl_2017_GCF_002856395	NYC	Kl	120.0	2.0	1.0	1.0	1.0	1.0	15.0	0.0	0.0	1.0	0.0	7.0	1.0	4.0	2.0	6.0	8.0	1.0	5.0	0.0	6.0	7.0	3.0	3.0	0.0	4.0	112.0	6.0	2.0	1.0	0.0	0.0	0.0	4.0	14.0	2.0	7.0	0.0	0.0	6.0	8.0	3.0	2.0	1.0	17.0	1.0	0.0	4.0	0.0	10.0	2.0	3.0	3.0	1.0	1.0	2.0	1.0	12.0	5.0	1.0	3.0	1.0	3.0	53.0	5.0	3.0	1.0	14.0	70.0	3.0	10.0	13.0	26.0	1.0	49.0	46.0	3.0	79.0	2.0	3.0	20.0	14.0	4.0	14.0	4.0	94.0	4.0	4.0	14.0	0.0	6.0	0.0	1.0	13.0	7.0	2.0	4.0	5.0	1.0	9.0	28.0	11.0	5.0	1.0	1.0	1.0	52.0	18.0	1.0	11.0	4.0	2.0	11.0	2.0	3.0	20.0	1.0	4.0	2.0	4.0	2.0	41.0	7.0	15.0	12.0	3.0	34.0	29.0	13.0	4.0	0.0	28.0	25.0	8.0	4.0	60.0	8.0	9.0	3.0	18.0	3.0	1.0	1.0	13.0	3.0	1.0	7.0	0.0	9.0	0.0	11.0	23.0	0.0	4.0	3.0	9.0	2.0	4.0	22.0	3.0	2.0	13.0	29.0	0.0	6.0	5.0	13.0	3.0	10.0	6.0	5.0	1.0	5.0	2.0	3.0	28.0	1.0	1.0	20.0	24.0	14.0
NYC_Kl_2017_GCF_002856415	NYC	Kl	123.0	2.0	1.0	2.0	1.0	1.0	18.0	0.0	0.0	1.0	0.0	7.0	1.0	4.0	2.0	6.0	5.0	1.0	4.0	0.0	5.0	5.0	3.0	2.0	0.0	7.0	125.0	4.0	2.0	2.0	0.0	0.0	0.0	4.0	14.0	2.0	8.0	0.0	0.0	6.0	9.0	4.0	1.0	2.0	19.0	1.0	0.0	6.0	0.0	8.0	2.0	2.0	3.0	1.0	1.0	3.0	1.0	15.0	4.0	1.0	1.0	0.0	3.0	51.0	6.0	4.0	1.0	13.0	61.0	3.0	7.0	12.0	26.0	1.0	40.0	35.0	3.0	82.0	3.0	2.0	19.0	13.0	4.0	12.0	3.0	91.0	4.0	2.0	15.0	0.0	4.0	0.0	1.0	13.0	9.0	3.0	4.0	5.0	2.0	8.0	28.0	11.0	6.0	1.0	1.0	1.0	54.0	17.0	1.0	12.0	3.0	1.0	9.0	3.0	3.0	18.0	0.0	2.0	2.0	2.0	1.0	37.0	7.0	13.0	14.0	3.0	36.0	23.0	11.0	4.0	1.0	30.0	24.0	10.0	4.0	54.0	7.0	7.0	3.0	16.0	3.0	2.0	3.0	11.0	3.0	1.0	7.0	0.0	11.0	1.0	8.0	21.0	0.0	5.0	3.0	10.0	2.0	3.0	17.0	3.0	2.0	14.0	32.0	0.0	7.0	5.0	12.0	3.0	10.0	4.0	5.0	1.0	6.0	2.0	2.0	22.0	1.0	1.0	18.0	19.0	12.0
NYC_Kl_2017_GCF_002856455	NYC	Kl	109.0	2.0	1.0	1.0	1.0	1.0	15.0	0.0	0.0	1.0	0.0	6.0	1.0	4.0	2.0	4.0	5.0	1.0	3.0	0.0	5.0	4.0	3.0	2.0	0.0	4.0	92.0	6.0	1.0	2.0	0.0	0.0	0.0	4.0	13.0	2.0	5.0	0.0	0.0	6.0	7.0	3.0	1.0	1.0	17.0	1.0	0.0	2.0	0.0	7.0	1.0	2.0	3.0	1.0	1.0	2.0	1.0	12.0	4.0	1.0	3.0	0.0	3.0	46.0	5.0	2.0	1.0	13.0	56.0	3.0	7.0	10.0	22.0	1.0	40.0	36.0	2.0	63.0	2.0	2.0	15.0	12.0	3.0	12.0	3.0	73.0	4.0	2.0	14.0	0.0	4.0	0.0	1.0	13.0	6.0	2.0	4.0	6.0	1.0	7.0	25.0	10.0	6.0	1.0	1.0	1.0	49.0	17.0	1.0	10.0	3.0	1.0	8.0	2.0	3.0	16.0	0.0	2.0	2.0	2.0	1.0	34.0	7.0	12.0	12.0	3.0	33.0	18.0	11.0	4.0	1.0	26.0	23.0	8.0	3.0	48.0	7.0	7.0	3.0	13.0	3.0	1.0	1.0	12.0	3.0	1.0	7.0	0.0	10.0	1.0	6.0	19.0	0.0	5.0	2.0	8.0	1.0	2.0	18.0	4.0	2.0	9.0	25.0	0.0	6.0	4.0	12.0	3.0	9.0	4.0	5.0	1.0	4.0	1.0	2.0	20.0	2.0	1.0	16.0	19.0	9.0
NYC_Kl_2017_GCF_002856535	NYC	Kl	110.0	2.0	2.0	1.0	1.0	1.0	16.0	0.0	0.0	1.0	0.0	6.0	1.0	5.0	3.0	6.0	6.0	1.0	3.0	0.0	6.0	6.0	3.0	2.0	0.0	5.0	125.0	4.0	2.0	2.0	0.0	0.0	0.0	4.0	14.0	2.0	7.0	0.0	0.0	7.0	11.0	3.0	1.0	1.0	20.0	1.0	0.0	2.0	0.0	10.0	1.0	3.0	3.0	2.0	1.0	4.0	1.0	11.0	4.0	1.0	1.0	0.0	3.0	53.0	6.0	4.0	1.0	16.0	70.0	3.0	7.0	14.0	27.0	1.0	42.0	38.0	3.0	70.0	1.0	2.0	19.0	12.0	3.0	12.0	3.0	83.0	4.0	3.0	16.0	0.0	4.0	0.0	1.0	12.0	10.0	2.0	4.0	6.0	1.0	10.0	28.0	10.0	3.0	1.0	1.0	1.0	59.0	20.0	1.0	10.0	4.0	1.0	9.0	2.0	3.0	19.0	0.0	2.0	3.0	2.0	1.0	36.0	6.0	13.0	14.0	4.0	39.0	23.0	10.0	4.0	0.0	35.0	22.0	9.0	4.0	61.0	8.0	9.0	3.0	15.0	3.0	1.0	1.0	11.0	3.0	1.0	8.0	0.0	10.0	0.0	10.0	24.0	0.0	5.0	3.0	11.0	1.0	3.0	22.0	4.0	2.0	16.0	27.0	0.0	8.0	5.0	14.0	3.0	10.0	5.0	5.0	1.0	4.0	1.0	2.0	28.0	1.0	1.0	19.0	19.0	12.0
NYC_Kl_2017_GCF_002856565	NYC	Kl	127.0	2.0	1.0	1.0	1.0	1.0	17.0	0.0	0.0	1.0	0.0	7.0	2.0	5.0	2.0	6.0	8.0	2.0	2.0	0.0	6.0	7.0	4.0	3.0	0.0	4.0	118.0	8.0	1.0	2.0	0.0	0.0	0.0	4.0	14.0	3.0	5.0	0.0	0.0	6.0	11.0	4.0	1.0	2.0	18.0	1.0	0.0	4.0	0.0	8.0	1.0	2.0	3.0	1.0	2.0	6.0	1.0	12.0	4.0	1.0	2.0	0.0	3.0	54.0	7.0	3.0	1.0	17.0	72.0	4.0	7.0	16.0	27.0	1.0	41.0	39.0	2.0	74.0	2.0	2.0	16.0	14.0	4.0	12.0	3.0	88.0	4.0	2.0	17.0	0.0	4.0	0.0	1.0	14.0	11.0	2.0	6.0	4.0	1.0	8.0	28.0	10.0	4.0	1.0	1.0	1.0	50.0	18.0	1.0	10.0	4.0	1.0	11.0	2.0	4.0	17.0	0.0	2.0	2.0	2.0	1.0	37.0	6.0	14.0	13.0	3.0	35.0	22.0	8.0	4.0	0.0	31.0	24.0	9.0	3.0	54.0	9.0	6.0	3.0	14.0	3.0	1.0	1.0	14.0	3.0	1.0	7.0	0.0	10.0	1.0	10.0	23.0	0.0	5.0	3.0	11.0	1.0	2.0	20.0	3.0	3.0	17.0	32.0	0.0	7.0	4.0	16.0	4.0	9.0	5.0	5.0	2.0	5.0	2.0	2.0	21.0	1.0	0.0	19.0	18.0	10.0
NYC_Kl_2017_GCF_002856575	NYC	Kl	126.0	2.0	1.0	1.0	1.0	1.0	15.0	0.0	0.0	1.0	0.0	6.0	1.0	4.0	2.0	4.0	7.0	1.0	2.0	0.0	6.0	5.0	3.0	2.0	0.0	5.0	107.0	6.0	2.0	1.0	0.0	0.0	0.0	5.0	13.0	2.0	5.0	0.0	0.0	6.0	7.0	3.0	1.0	1.0	17.0	1.0	0.0	2.0	0.0	7.0	1.0	2.0	3.0	1.0	1.0	4.0	1.0	12.0	4.0	1.0	2.0	0.0	3.0	47.0	5.0	3.0	1.0	14.0	62.0	3.0	7.0	12.0	28.0	1.0	41.0	37.0	2.0	70.0	2.0	2.0	17.0	12.0	5.0	12.0	3.0	81.0	6.0	2.0	15.0	0.0	5.0	0.0	1.0	13.0	8.0	2.0	4.0	5.0	1.0	7.0	26.0	11.0	6.0	1.0	0.0	1.0	49.0	17.0	1.0	12.0	3.0	1.0	9.0	2.0	3.0	16.0	0.0	2.0	3.0	2.0	2.0	34.0	7.0	11.0	12.0	3.0	34.0	20.0	11.0	4.0	0.0	28.0	23.0	11.0	3.0	50.0	8.0	6.0	4.0	13.0	3.0	2.0	1.0	11.0	3.0	1.0	8.0	0.0	11.0	0.0	8.0	20.0	0.0	5.0	2.0	9.0	2.0	3.0	19.0	3.0	2.0	10.0	27.0	0.0	7.0	4.0	13.0	3.0	10.0	4.0	5.0	1.0	4.0	1.0	3.0	19.0	2.0	1.0	16.0	20.0	12.0
NYC_Kl_2017_GCF_002856615	NYC	Kl	120.0	2.0	1.0	1.0	1.0	1.0	15.0	0.0	0.0	1.0	0.0	7.0	1.0	4.0	2.0	4.0	5.0	1.0	3.0	0.0	6.0	4.0	3.0	2.0	0.0	4.0	98.0	6.0	1.0	1.0	0.0	0.0	0.0	3.0	14.0	2.0	5.0	0.0	0.0	6.0	7.0	3.0	1.0	1.0	18.0	1.0	0.0	2.0	0.0	7.0	1.0	2.0	3.0	1.0	1.0	2.0	1.0	11.0	4.0	1.0	3.0	0.0	3.0	47.0	5.0	2.0	1.0	15.0	59.0	3.0	7.0	13.0	22.0	1.0	41.0	39.0	3.0	65.0	1.0	3.0	14.0	12.0	3.0	12.0	3.0	68.0	5.0	2.0	14.0	0.0	4.0	0.0	1.0	13.0	6.0	3.0	4.0	4.0	1.0	7.0	24.0	11.0	4.0	1.0	1.0	1.0	48.0	17.0	1.0	10.0	4.0	1.0	8.0	2.0	3.0	16.0	0.0	3.0	2.0	2.0	1.0	36.0	6.0	12.0	12.0	3.0	32.0	19.0	9.0	4.0	0.0	27.0	22.0	8.0	3.0	47.0	7.0	6.0	3.0	13.0	3.0	1.0	1.0	12.0	3.0	1.0	7.0	0.0	9.0	1.0	8.0	21.0	0.0	5.0	2.0	9.0	1.0	2.0	16.0	3.0	2.0	9.0	24.0	0.0	6.0	4.0	12.0	3.0	9.0	4.0	5.0	1.0	5.0	1.0	2.0	18.0	1.0	1.0	16.0	18.0	8.0
NYC_Kl_2017_GCF_002856635	NYC	Kl	110.0	2.0	1.0	1.0	1.0	1.0	15.0	0.0	0.0	1.0	0.0	6.0	1.0	4.0	2.0	4.0	5.0	1.0	3.0	0.0	7.0	4.0	3.0	2.0	0.0	4.0	97.0	6.0	1.0	1.0	0.0	0.0	0.0	4.0	13.0	2.0	5.0	0.0	0.0	6.0	7.0	3.0	2.0	1.0	18.0	1.0	0.0	2.0	0.0	8.0	1.0	2.0	3.0	1.0	1.0	4.0	1.0	11.0	4.0	1.0	3.0	1.0	3.0	49.0	5.0	3.0	2.0	13.0	63.0	3.0	7.0	12.0	24.0	1.0	39.0	38.0	2.0	67.0	1.0	2.0	16.0	12.0	4.0	12.0	3.0	77.0	4.0	2.0	14.0	0.0	4.0	0.0	1.0	13.0	7.0	2.0	4.0	4.0	1.0	7.0	26.0	10.0	6.0	1.0	1.0	1.0	49.0	17.0	1.0	12.0	4.0	2.0	9.0	3.0	3.0	16.0	0.0	2.0	2.0	2.0	1.0	37.0	6.0	12.0	12.0	3.0	33.0	19.0	11.0	4.0	0.0	27.0	22.0	9.0	3.0	47.0	8.0	6.0	3.0	13.0	3.0	1.0	1.0	12.0	3.0	1.0	7.0	1.0	9.0	1.0	8.0	20.0	0.0	5.0	2.0	9.0	1.0	2.0	19.0	3.0	2.0	9.0	26.0	0.0	7.0	4.0	12.0	3.0	9.0	4.0	5.0	1.0	4.0	1.0	2.0	20.0	1.0	1.0	16.0	19.0	13.0
NYC_Kl_2017_GCF_002856675	NYC	Kl	124.0	2.0	1.0	1.0	1.0	1.0	12.0	0.0	0.0	1.0	0.0	7.0	1.0	4.0	2.0	4.0	5.0	1.0	3.0	0.0	6.0	4.0	3.0	2.0	0.0	4.0	102.0	6.0	2.0	3.0	0.0	0.0	0.0	4.0	15.0	2.0	6.0	0.0	0.0	6.0	9.0	3.0	1.0	1.0	18.0	1.0	0.0	2.0	0.0	8.0	1.0	2.0	3.0	1.0	1.0	3.0	1.0	12.0	4.0	1.0	3.0	0.0	3.0	52.0	5.0	2.0	1.0	10.0	57.0	3.0	7.0	13.0	23.0	1.0	43.0	41.0	2.0	70.0	2.0	3.0	16.0	14.0	4.0	13.0	5.0	74.0	5.0	3.0	15.0	0.0	4.0	0.0	1.0	13.0	7.0	2.0	4.0	4.0	2.0	7.0	29.0	11.0	3.0	1.0	1.0	1.0	48.0	17.0	1.0	10.0	4.0	1.0	8.0	2.0	3.0	16.0	0.0	2.0	2.0	2.0	1.0	37.0	6.0	12.0	13.0	3.0	33.0	19.0	8.0	4.0	0.0	27.0	23.0	10.0	3.0	48.0	8.0	6.0	3.0	15.0	5.0	1.0	1.0	12.0	3.0	1.0	7.0	0.0	10.0	1.0	10.0	18.0	0.0	5.0	3.0	9.0	1.0	2.0	20.0	3.0	2.0	10.0	27.0	0.0	6.0	5.0	13.0	3.0	10.0	6.0	5.0	1.0	4.0	1.0	2.0	22.0	1.0	1.0	18.0	17.0	10.0
NYC_Kl_2017_GCF_002856885	NYC	Kl	130.0	3.0	1.0	1.0	1.0	1.0	18.0	0.0	0.0	1.0	0.0	6.0	1.0	5.0	2.0	8.0	7.0	2.0	4.0	0.0	5.0	6.0	4.0	3.0	0.0	4.0	126.0	6.0	2.0	3.0	0.0	0.0	0.0	3.0	14.0	2.0	7.0	0.0	0.0	7.0	9.0	4.0	2.0	1.0	18.0	1.0	0.0	5.0	0.0	9.0	1.0	2.0	3.0	1.0	1.0	6.0	1.0	11.0	3.0	1.0	3.0	1.0	3.0	57.0	5.0	3.0	1.0	16.0	69.0	4.0	9.0	19.0	24.0	1.0	44.0	43.0	4.0	78.0	2.0	2.0	18.0	12.0	4.0	14.0	3.0	91.0	5.0	3.0	17.0	0.0	5.0	0.0	1.0	14.0	10.0	6.0	4.0	5.0	2.0	7.0	26.0	10.0	6.0	1.0	1.0	1.0	53.0	20.0	1.0	12.0	4.0	2.0	11.0	3.0	3.0	19.0	0.0	2.0	3.0	2.0	1.0	39.0	7.0	12.0	15.0	3.0	37.0	26.0	11.0	4.0	0.0	33.0	29.0	10.0	3.0	62.0	8.0	8.0	3.0	17.0	3.0	1.0	1.0	12.0	3.0	1.0	8.0	0.0	11.0	1.0	12.0	27.0	0.0	5.0	3.0	10.0	1.0	3.0	19.0	3.0	2.0	14.0	30.0	0.0	10.0	5.0	15.0	3.0	12.0	8.0	5.0	1.0	6.0	1.0	3.0	25.0	2.0	1.0	18.0	19.0	12.0
NYC_Kl_2017_GCF_002856905	NYC	Kl	111.0	2.0	1.0	1.0	1.0	1.0	17.0	0.0	0.0	1.0	0.0	7.0	1.0	4.0	3.0	5.0	6.0	1.0	2.0	0.0	5.0	5.0	3.0	2.0	0.0	3.0	113.0	6.0	1.0	2.0	0.0	0.0	0.0	4.0	14.0	2.0	5.0	0.0	0.0	6.0	7.0	3.0	1.0	1.0	19.0	1.0	0.0	4.0	0.0	7.0	1.0	2.0	3.0	1.0	1.0	3.0	1.0	11.0	5.0	1.0	3.0	0.0	3.0	48.0	5.0	3.0	1.0	16.0	61.0	3.0	7.0	12.0	24.0	1.0	40.0	38.0	2.0	69.0	2.0	3.0	17.0	14.0	4.0	12.0	3.0	80.0	5.0	2.0	14.0	0.0	4.0	0.0	1.0	13.0	6.0	2.0	4.0	6.0	1.0	7.0	23.0	10.0	6.0	1.0	1.0	1.0	50.0	17.0	1.0	10.0	4.0	1.0	8.0	2.0	3.0	16.0	0.0	2.0	2.0	2.0	1.0	38.0	7.0	12.0	12.0	3.0	33.0	19.0	12.0	4.0	0.0	27.0	22.0	9.0	3.0	52.0	7.0	6.0	3.0	14.0	3.0	2.0	1.0	12.0	4.0	1.0	9.0	0.0	10.0	0.0	9.0	22.0	0.0	5.0	3.0	8.0	1.0	3.0	18.0	4.0	2.0	13.0	26.0	0.0	6.0	4.0	13.0	3.0	9.0	4.0	5.0	1.0	5.0	1.0	2.0	24.0	1.0	1.0	19.0	20.0	12.0
NYC_Kl_2017_GCF_002856915	NYC	Kl	124.0	2.0	1.0	1.0	1.0	1.0	16.0	0.0	0.0	1.0	0.0	6.0	1.0	4.0	2.0	4.0	7.0	1.0	3.0	0.0	6.0	5.0	3.0	2.0	0.0	5.0	112.0	6.0	1.0	2.0	0.0	0.0	0.0	3.0	13.0	2.0	5.0	0.0	0.0	6.0	7.0	3.0	1.0	1.0	17.0	1.0	0.0	2.0	0.0	7.0	1.0	2.0	3.0	1.0	1.0	3.0	1.0	12.0	4.0	1.0	2.0	0.0	3.0	49.0	6.0	6.0	1.0	12.0	61.0	4.0	8.0	13.0	22.0	1.0	40.0	37.0	3.0	68.0	2.0	2.0	16.0	12.0	3.0	12.0	3.0	81.0	5.0	2.0	15.0	0.0	4.0	0.0	1.0	13.0	7.0	3.0	4.0	4.0	1.0	7.0	27.0	11.0	3.0	1.0	1.0	1.0	52.0	19.0	1.0	10.0	3.0	1.0	8.0	2.0	3.0	16.0	0.0	2.0	2.0	2.0	1.0	39.0	7.0	13.0	12.0	3.0	33.0	21.0	8.0	4.0	0.0	33.0	23.0	11.0	3.0	58.0	8.0	6.0	3.0	13.0	3.0	1.0	2.0	11.0	3.0	1.0	8.0	0.0	11.0	1.0	7.0	19.0	0.0	6.0	3.0	9.0	1.0	2.0	16.0	3.0	2.0	12.0	30.0	0.0	6.0	4.0	14.0	3.0	9.0	5.0	5.0	1.0	4.0	1.0	2.0	22.0	1.0	1.0	17.0	17.0	16.0
NYC_Kl_2017_GCF_002856945	NYC	Kl	119.0	2.0	1.0	1.0	1.0	1.0	15.0	0.0	0.0	1.0	0.0	6.0	1.0	4.0	2.0	4.0	4.0	1.0	2.0	0.0	5.0	4.0	4.0	2.0	0.0	5.0	108.0	4.0	1.0	1.0	0.0	0.0	0.0	4.0	13.0	2.0	5.0	0.0	0.0	6.0	7.0	3.0	1.0	1.0	17.0	1.0	0.0	2.0	0.0	7.0	1.0	2.0	3.0	1.0	1.0	2.0	1.0	10.0	4.0	1.0	2.0	0.0	3.0	47.0	5.0	3.0	1.0	13.0	61.0	3.0	7.0	10.0	24.0	1.0	38.0	34.0	2.0	73.0	1.0	2.0	13.0	12.0	3.0	12.0	3.0	74.0	4.0	2.0	14.0	0.0	4.0	0.0	1.0	13.0	7.0	2.0	4.0	6.0	2.0	8.0	25.0	10.0	6.0	1.0	1.0	1.0	49.0	17.0	1.0	10.0	3.0	1.0	8.0	2.0	3.0	17.0	0.0	2.0	2.0	2.0	1.0	36.0	6.0	12.0	12.0	3.0	33.0	18.0	11.0	4.0	1.0	28.0	24.0	9.0	4.0	47.0	7.0	6.0	3.0	13.0	3.0	1.0	2.0	11.0	3.0	1.0	7.0	0.0	11.0	1.0	7.0	21.0	0.0	5.0	2.0	8.0	1.0	2.0	17.0	4.0	2.0	10.0	24.0	0.0	6.0	4.0	12.0	3.0	9.0	4.0	5.0	1.0	4.0	1.0	2.0	20.0	1.0	1.0	16.0	18.0	9.0
NYC_Kl_2017_GCF_002856995	NYC	Kl	118.0	2.0	2.0	1.0	1.0	1.0	14.0	0.0	0.0	1.0	0.0	6.0	2.0	4.0	2.0	7.0	6.0	2.0	4.0	0.0	5.0	3.0	3.0	2.0	0.0	4.0	117.0	5.0	1.0	1.0	0.0	0.0	0.0	4.0	15.0	2.0	5.0	0.0	0.0	7.0	7.0	4.0	1.0	1.0	19.0	1.0	0.0	2.0	0.0	9.0	1.0	4.0	3.0	1.0	2.0	5.0	1.0	11.0	5.0	1.0	1.0	0.0	3.0	51.0	5.0	4.0	1.0	12.0	66.0	4.0	7.0	19.0	30.0	1.0	43.0	38.0	3.0	77.0	2.0	3.0	18.0	14.0	4.0	12.0	3.0	92.0	6.0	2.0	16.0	0.0	6.0	0.0	1.0	14.0	7.0	2.0	4.0	5.0	2.0	8.0	26.0	10.0	4.0	1.0	1.0	1.0	48.0	18.0	1.0	12.0	4.0	1.0	10.0	2.0	3.0	18.0	0.0	2.0	2.0	2.0	1.0	35.0	7.0	11.0	12.0	3.0	35.0	24.0	9.0	4.0	0.0	30.0	27.0	8.0	3.0	53.0	9.0	7.0	3.0	14.0	4.0	1.0	1.0	12.0	3.0	1.0	7.0	0.0	9.0	1.0	10.0	18.0	0.0	4.0	3.0	13.0	2.0	2.0	17.0	4.0	3.0	12.0	29.0	0.0	8.0	5.0	16.0	3.0	12.0	5.0	5.0	1.0	3.0	3.0	2.0	23.0	1.0	2.0	18.0	23.0	14.0
NYC_Kl_2017_GCF_002857005	NYC	Kl	124.0	2.0	1.0	1.0	1.0	1.0	15.0	0.0	0.0	1.0	0.0	6.0	1.0	5.0	2.0	5.0	5.0	1.0	3.0	0.0	6.0	5.0	3.0	2.0	0.0	5.0	113.0	6.0	2.0	1.0	0.0	0.0	0.0	3.0	13.0	2.0	5.0	0.0	0.0	7.0	8.0	3.0	1.0	1.0	19.0	1.0	0.0	2.0	0.0	8.0	1.0	2.0	3.0	1.0	1.0	4.0	1.0	12.0	4.0	1.0	2.0	0.0	3.0	50.0	5.0	3.0	1.0	15.0	59.0	3.0	7.0	11.0	23.0	1.0	40.0	35.0	2.0	72.0	2.0	3.0	15.0	12.0	3.0	12.0	3.0	83.0	4.0	2.0	14.0	0.0	4.0	0.0	1.0	17.0	7.0	2.0	4.0	7.0	2.0	7.0	26.0	10.0	6.0	1.0	1.0	0.0	51.0	17.0	1.0	13.0	4.0	1.0	9.0	2.0	3.0	17.0	1.0	3.0	2.0	2.0	1.0	34.0	7.0	14.0	12.0	3.0	34.0	22.0	11.0	4.0	1.0	27.0	28.0	8.0	3.0	50.0	8.0	6.0	3.0	14.0	3.0	1.0	1.0	11.0	3.0	1.0	7.0	0.0	10.0	1.0	8.0	19.0	0.0	5.0	2.0	8.0	1.0	2.0	20.0	3.0	2.0	11.0	28.0	0.0	6.0	4.0	14.0	3.0	9.0	7.0	5.0	1.0	4.0	1.0	1.0	24.0	2.0	1.0	19.0	21.0	12.0
NYC_Kl_2017_GCF_002857035	NYC	Kl	116.0	3.0	1.0	1.0	1.0	1.0	17.0	0.0	0.0	1.0	0.0	6.0	1.0	5.0	2.0	5.0	6.0	1.0	3.0	0.0	7.0	6.0	4.0	2.0	0.0	5.0	119.0	7.0	2.0	3.0	0.0	0.0	0.0	4.0	13.0	2.0	5.0	0.0	0.0	6.0	8.0	3.0	1.0	2.0	19.0	1.0	0.0	2.0	0.0	12.0	1.0	4.0	3.0	1.0	1.0	4.0	1.0	13.0	4.0	1.0	1.0	0.0	2.0	48.0	6.0	7.0	1.0	15.0	61.0	3.0	7.0	16.0	27.0	1.0	45.0	39.0	5.0	78.0	3.0	4.0	17.0	13.0	3.0	14.0	5.0	82.0	4.0	4.0	15.0	0.0	4.0	0.0	1.0	13.0	12.0	3.0	3.0	4.0	1.0	9.0	27.0	12.0	3.0	1.0	1.0	1.0	51.0	19.0	1.0	11.0	3.0	1.0	12.0	2.0	4.0	16.0	0.0	2.0	2.0	2.0	1.0	41.0	6.0	12.0	13.0	2.0	35.0	22.0	9.0	5.0	0.0	33.0	25.0	9.0	3.0	52.0	8.0	7.0	3.0	14.0	3.0	2.0	1.0	12.0	3.0	1.0	7.0	0.0	9.0	1.0	9.0	21.0	0.0	5.0	3.0	9.0	2.0	2.0	17.0	4.0	2.0	12.0	32.0	0.0	7.0	4.0	12.0	4.0	9.0	4.0	5.0	2.0	4.0	1.0	3.0	26.0	1.0	1.0	20.0	19.0	17.0
NYC_Kl_2017_GCF_002857065	NYC	Kl	125.0	2.0	1.0	1.0	1.0	1.0	15.0	0.0	0.0	1.0	0.0	6.0	1.0	5.0	2.0	5.0	6.0	1.0	2.0	0.0	5.0	4.0	3.0	2.0	0.0	3.0	99.0	6.0	1.0	1.0	0.0	0.0	0.0	4.0	13.0	2.0	5.0	0.0	0.0	6.0	7.0	3.0	1.0	1.0	17.0	1.0	0.0	2.0	0.0	8.0	1.0	2.0	3.0	1.0	1.0	2.0	1.0	12.0	4.0	1.0	3.0	0.0	3.0	47.0	5.0	3.0	1.0	15.0	57.0	3.0	7.0	12.0	23.0	1.0	38.0	36.0	2.0	68.0	1.0	2.0	16.0	12.0	4.0	12.0	3.0	77.0	5.0	2.0	14.0	0.0	5.0	0.0	1.0	13.0	6.0	2.0	4.0	5.0	1.0	7.0	25.0	11.0	6.0	1.0	1.0	1.0	48.0	18.0	1.0	10.0	4.0	1.0	8.0	2.0	3.0	16.0	0.0	2.0	2.0	2.0	1.0	37.0	6.0	14.0	12.0	3.0	32.0	18.0	11.0	4.0	0.0	28.0	21.0	8.0	3.0	50.0	7.0	6.0	3.0	13.0	3.0	1.0	1.0	12.0	4.0	1.0	8.0	0.0	10.0	1.0	8.0	20.0	0.0	5.0	3.0	8.0	1.0	2.0	18.0	3.0	2.0	9.0	25.0	0.0	6.0	4.0	13.0	3.0	8.0	5.0	5.0	1.0	4.0	1.0	2.0	18.0	1.0	0.0	15.0	20.0	9.0
