,1.1.1,1.1.2,1.1.3,1.1.5,1.1.98,1.1.99,1.10.3,1.11.1,1.11.2,1.12.1,1.12.2,1.12.7,1.12.98,1.12.99,1.13.11,1.13.12,1.14.11,1.14.12,1.14.13,1.14.14,1.14.15,1.14.16,1.14.18,1.14.19,1.14.21,1.14.99,1.15.1,1.16.1,1.16.3,1.17.1,1.17.2,1.17.4,1.17.7,1.17.99,1.18.1,1.18.6,1.2.1,1.2.2,1.2.3,1.2.4,1.2.5,1.2.7,1.2.99,1.20.4,1.21.98,1.21.99,1.3.1,1.3.3,1.3.5,1.3.7,1.3.8,1.3.98,1.3.99,1.4.1,1.4.3,1.4.7,1.4.99,1.5.1,1.6.1,1.6.3,1.6.5,1.6.99,1.7.1,1.7.2,1.7.99,1.8.1,1.8.2,1.8.4,1.8.5,1.8.7,1.8.98,1.8.99,1.9.3,1.97.1,2.1.1,2.1.2,2.1.3,2.10.1,2.2.1,2.3.1,2.3.2,2.3.3,2.4.1,2.4.2,2.4.99,2.5.1,2.6.1,2.6.99,2.7.1,2.7.10,2.7.11,2.7.13,2.7.14,2.7.2,2.7.3,2.7.4,2.7.6,2.7.7,2.7.8,2.7.9,2.8.1,2.8.3,2.8.4,2.9.1,3.1.1,3.1.11,3.1.13,3.1.2,3.1.21,3.1.22,3.1.26,3.1.3,3.1.31,3.1.4,3.1.5,3.1.6,3.2.1,3.2.2,3.3.1,3.3.2,3.4.11,3.4.13,3.4.14,3.4.15,3.4.16,3.4.17,3.4.19,3.4.21,3.4.22,3.4.23,3.4.24,3.4.25,3.5.1,3.5.2,3.5.3,3.5.4,3.5.5,3.5.99,3.6.1,3.6.3,3.6.4,3.6.5,3.7.1,3.8.1,3.9.1,4.1.1,4.1.2,4.1.3,4.1.99,4.2.1,4.2.2,4.2.3,4.2.99,4.3.1,4.3.2,4.3.3,4.3.99,4.4.1,4.6.1,4.7.1,4.99.1,5.1.1,5.1.3,5.2.1,5.3.1,5.3.2,5.3.3,5.3.99,5.4.1,5.4.2,5.4.3,5.4.4,5.4.99,5.5.1,5.99.1,6.1.1,6.2.1,6.3.1,6.3.2,6.3.3,6.3.4,6.3.5,6.4.1,6.5.1,6.6.1,City
CAMDA23_MetaSUB_gCSD16_ILR_3,323639.0,27990.0,126.0,58315.0,6.0,32.0,21870.0,102865.0,1500.0,0.0,0.0,333.0,3.0,343.0,30475.0,1342.0,2492.0,10398.0,12558.0,304.0,369.0,2585.0,0.0,621.0,52.0,7509.0,15441.0,1942.0,7654.0,29702.0,2262.0,27375.0,17412.0,855.0,30524.0,3697.0,145399.0,164.0,1035.0,21948.0,5330.0,683.0,6.0,4.0,223.0,0.0,92797.0,15026.0,40610.0,15.0,1818.0,2.0,10414.0,96996.0,25885.0,23492.0,27814.0,19629.0,29958.0,4.0,30146.0,6795.0,8273.0,43084.0,59241.0,50558.0,11227.0,18216.0,9654.0,5.0,0.0,451.0,2217.0,30.0,292326.0,53622.0,26230.0,4329.0,98250.0,281492.0,18135.0,98916.0,57068.0,100518.0,15918.0,222798.0,163249.0,9535.0,131351.0,10930.0,5440.0,79215.0,367.0,100474.0,10519.0,65089.0,44728.0,382182.0,35376.0,41238.0,76144.0,751.0,47955.0,12946.0,51349.0,67868.0,32056.0,20886.0,8917.0,5027.0,43121.0,92790.0,1.0,36383.0,12203.0,1646.0,63167.0,34361.0,14753.0,2621.0,55142.0,10089.0,45.0,5029.0,4392.0,4437.0,3358.0,91342.0,0.0,3441.0,486.0,9458.0,125816.0,9597.0,8266.0,67643.0,6.0,4211.0,51857.0,184784.0,196704.0,33318.0,649.0,86.0,39.0,154773.0,27389.0,51000.0,43063.0,307297.0,236.0,42135.0,14681.0,28391.0,36497.0,8681.0,76.0,18130.0,8399.0,692.0,151.0,39318.0,59071.0,35380.0,81844.0,2157.0,4032.0,6.0,2.0,74142.0,10576.0,11981.0,63365.0,967.0,198343.0,223325.0,81227.0,13126.0,110121.0,6841.0,61508.0,128680.0,71889.0,51907.0,1341.0,ILR
CAMDA23_MetaSUB_gCSD16_ILR_4,214436.0,11028.0,45.0,6055.0,193.0,28.0,25891.0,77431.0,838.0,0.0,166.0,237.0,155.0,5064.0,26171.0,2473.0,720.0,3286.0,18757.0,4074.0,545.0,2.0,0.0,3.0,1.0,2520.0,12406.0,15.0,1665.0,15086.0,14855.0,11821.0,9309.0,13684.0,19477.0,9003.0,87463.0,1216.0,657.0,19729.0,292.0,4009.0,86.0,99.0,207.0,0.0,53604.0,7239.0,8730.0,26.0,5879.0,2.0,3468.0,61060.0,3708.0,10914.0,9245.0,13027.0,19658.0,990.0,9319.0,9788.0,4689.0,10908.0,33611.0,36201.0,7.0,12393.0,1725.0,7.0,0.0,0.0,5064.0,36.0,92512.0,34601.0,22933.0,1665.0,61258.0,169761.0,2720.0,28713.0,16382.0,101972.0,2161.0,171579.0,63809.0,2294.0,146266.0,3097.0,21518.0,106084.0,8620.0,65452.0,17679.0,38417.0,35159.0,281075.0,26506.0,8322.0,49528.0,7010.0,48116.0,2576.0,15875.0,4610.0,5696.0,5238.0,10033.0,93.0,25741.0,40208.0,390.0,11766.0,120.0,6.0,67641.0,16001.0,9208.0,221.0,34145.0,568.0,1.0,1368.0,2082.0,5695.0,6113.0,70863.0,0.0,281.0,1257.0,6453.0,57026.0,6989.0,15384.0,23317.0,2.0,8874.0,32968.0,254214.0,126554.0,25240.0,1735.0,0.0,372.0,82234.0,14521.0,46639.0,33547.0,211469.0,21.0,30725.0,5244.0,7545.0,34491.0,10320.0,3454.0,10458.0,9393.0,2165.0,11908.0,20655.0,46155.0,5036.0,45479.0,4674.0,4023.0,85.0,1332.0,62723.0,20281.0,2954.0,43756.0,1226.0,126192.0,198558.0,70984.0,3666.0,51943.0,502.0,30476.0,88126.0,54188.0,27928.0,24.0,ILR
CAMDA23_MetaSUB_gCSD16_ILR_5,224834.0,25995.0,2.0,47239.0,5.0,21.0,3883.0,80737.0,2501.0,0.0,0.0,119.0,0.0,9.0,26828.0,16.0,10.0,5107.0,600.0,62.0,35.0,2824.0,0.0,2.0,201.0,381.0,12500.0,13.0,4672.0,22083.0,2171.0,9531.0,13199.0,939.0,26380.0,389.0,99604.0,284.0,865.0,18691.0,228.0,107.0,11.0,0.0,29.0,0.0,79664.0,12429.0,25575.0,5.0,1077.0,2.0,5885.0,100379.0,17364.0,19246.0,23393.0,8040.0,21832.0,102.0,21519.0,4873.0,4894.0,50606.0,48690.0,21799.0,11297.0,7809.0,24.0,9.0,0.0,0.0,2410.0,25.0,185867.0,41558.0,15089.0,818.0,66832.0,196768.0,19650.0,96375.0,34198.0,63605.0,15678.0,164941.0,105424.0,6497.0,65722.0,11483.0,2896.0,29065.0,431.0,87333.0,3354.0,44206.0,34192.0,290694.0,23685.0,33153.0,49380.0,21.0,39369.0,9202.0,31879.0,43622.0,16300.0,14080.0,5091.0,3350.0,31296.0,44855.0,0.0,16009.0,9161.0,17.0,26259.0,23024.0,13832.0,2420.0,31859.0,60.0,0.0,84.0,197.0,454.0,181.0,64391.0,0.0,1502.0,768.0,8275.0,93188.0,5164.0,788.0,51269.0,12.0,245.0,28303.0,131551.0,145748.0,26803.0,1169.0,36.0,26.0,120245.0,6466.0,35391.0,24827.0,253597.0,491.0,32669.0,9304.0,19004.0,27651.0,6029.0,251.0,5103.0,7056.0,4.0,356.0,24514.0,50161.0,22544.0,54719.0,186.0,1551.0,105.0,0.0,57465.0,8719.0,6245.0,39230.0,103.0,154910.0,175338.0,59760.0,5324.0,68527.0,2835.0,42999.0,98528.0,61871.0,44794.0,56.0,ILR
CAMDA23_MetaSUB_gCSD16_ILR_6,505369.0,120.0,1.0,82746.0,3.0,111.0,61428.0,84878.0,2089.0,0.0,6.0,275.0,68.0,16.0,39381.0,40.0,9590.0,9601.0,32605.0,237.0,11.0,75.0,0.0,2.0,0.0,16008.0,13962.0,9741.0,16751.0,40142.0,1903.0,109458.0,22211.0,616.0,14957.0,1255.0,206086.0,5.0,1010.0,17101.0,30848.0,103.0,49.0,17.0,54.0,0.0,128716.0,15759.0,86620.0,108.0,456.0,0.0,27746.0,33826.0,38976.0,21501.0,23165.0,60776.0,32626.0,1128.0,46702.0,6226.0,19813.0,144.0,85198.0,161623.0,65.0,59840.0,37615.0,2.0,0.0,0.0,154.0,31.0,595732.0,72951.0,41669.0,19692.0,178729.0,470225.0,1230.0,29769.0,163570.0,192571.0,7299.0,346563.0,316575.0,12583.0,398117.0,1905.0,18335.0,259354.0,579.0,89361.0,32720.0,114754.0,74488.0,600287.0,85323.0,42273.0,118649.0,67.0,52363.0,22357.0,73959.0,167021.0,93211.0,36123.0,27665.0,9646.0,67199.0,276058.0,8.0,106069.0,25746.0,53.0,214095.0,76657.0,798.0,2399.0,105821.0,54303.0,0.0,29854.0,23646.0,24117.0,14186.0,168814.0,26.0,14836.0,300.0,10491.0,186117.0,17965.0,37972.0,58324.0,6.0,22760.0,140968.0,360961.0,308275.0,35595.0,2293.0,508.0,33.0,209437.0,101941.0,75246.0,77395.0,440135.0,138.0,65768.0,27350.0,54790.0,51864.0,16801.0,357.0,55571.0,10579.0,139.0,544.0,87278.0,101132.0,77392.0,173479.0,1121.0,1284.0,52.0,2.0,110003.0,14393.0,29212.0,148498.0,3805.0,255590.0,300817.0,95731.0,46501.0,205368.0,21035.0,95795.0,159953.0,59174.0,51079.0,257.0,ILR
CAMDA23_MetaSUB_gCSD16_ILR_7,465601.0,26864.0,25.0,73591.0,17.0,49.0,56152.0,136859.0,2154.0,0.0,18.0,473.0,18.0,21.0,39171.0,3308.0,13131.0,9472.0,25663.0,83.0,177.0,2286.0,0.0,109.0,0.0,20931.0,21900.0,4908.0,12845.0,38640.0,5189.0,61841.0,19688.0,851.0,24767.0,1331.0,221539.0,43.0,860.0,30289.0,14351.0,225.0,63.0,6.0,154.0,0.0,116133.0,18338.0,63050.0,70.0,2879.0,0.0,19379.0,86053.0,45598.0,29076.0,36432.0,46185.0,35401.0,1635.0,39481.0,7316.0,14953.0,34843.0,77908.0,107320.0,12632.0,37578.0,30923.0,13.0,0.0,1.0,2469.0,37.0,450448.0,77095.0,45233.0,11226.0,147960.0,401890.0,14096.0,94252.0,112716.0,171181.0,17036.0,314303.0,263748.0,12976.0,258538.0,10343.0,19632.0,183599.0,316.0,115428.0,21793.0,100682.0,65551.0,579654.0,74209.0,50619.0,106493.0,1185.0,62822.0,16352.0,82819.0,101660.0,57128.0,29080.0,16443.0,6924.0,60159.0,178815.0,4.0,72120.0,16776.0,530.0,148958.0,66977.0,18017.0,1229.0,96702.0,27750.0,28.0,11438.0,12045.0,12469.0,13843.0,144636.0,2.0,5913.0,536.0,12722.0,180206.0,21570.0,17895.0,88251.0,8047.0,10858.0,95887.0,335357.0,293601.0,43342.0,1421.0,648.0,24.0,208430.0,59878.0,78902.0,83993.0,478327.0,107.0,60103.0,24979.0,44894.0,49258.0,13808.0,276.0,43950.0,11995.0,9215.0,219.0,63565.0,103176.0,55666.0,130854.0,326.0,10050.0,52.0,0.0,98886.0,19859.0,17343.0,104361.0,2271.0,256686.0,306906.0,109624.0,18151.0,169615.0,12902.0,93481.0,166768.0,94202.0,63244.0,23.0,ILR
CAMDA23_MetaSUB_gCSD16_ILR_9,217682.0,34744.0,0.0,43676.0,2.0,1.0,15837.0,91556.0,172.0,0.0,10.0,23.0,0.0,19.0,16459.0,1044.0,23.0,8218.0,18509.0,16.0,298.0,2667.0,0.0,556.0,0.0,16404.0,11757.0,6.0,4975.0,19379.0,5844.0,8207.0,12222.0,506.0,25129.0,52931.0,111139.0,7.0,702.0,17095.0,24.0,27.0,3.0,0.0,4.0,0.0,51265.0,10803.0,23797.0,10.0,1609.0,7.0,7468.0,77608.0,15813.0,17604.0,20726.0,11789.0,18457.0,50.0,18756.0,5346.0,4783.0,31733.0,43118.0,20401.0,12927.0,6236.0,51.0,8.0,0.0,0.0,1730.0,19.0,174539.0,36374.0,27433.0,290.0,61384.0,175152.0,18226.0,88106.0,26617.0,62536.0,14355.0,142661.0,96229.0,7253.0,53768.0,10986.0,2753.0,53999.0,57.0,75609.0,6084.0,40678.0,28615.0,252012.0,19407.0,30902.0,51562.0,68.0,35226.0,7112.0,43801.0,43944.0,13626.0,11883.0,2455.0,3126.0,28195.0,32911.0,0.0,24765.0,5768.0,477.0,10630.0,19395.0,12847.0,0.0,43915.0,24.0,0.0,64.0,93.0,73.0,63.0,56679.0,41.0,986.0,9.0,6550.0,101658.0,5350.0,1093.0,57934.0,8.0,44.0,20724.0,129306.0,125034.0,23906.0,143.0,0.0,4.0,106718.0,5302.0,34152.0,36637.0,235517.0,52.0,25052.0,9030.0,14978.0,24428.0,5341.0,23.0,12481.0,6576.0,6.0,30.0,22325.0,46094.0,19640.0,45274.0,55.0,2397.0,8.0,1.0,50502.0,7599.0,982.0,32761.0,2598.0,141293.0,159235.0,59660.0,4869.0,65881.0,2219.0,38389.0,90519.0,67681.0,40785.0,18.0,ILR
CAMDA23_MetaSUB_gCSD16_LIS_1,19012.0,216.0,53.0,2676.0,1.0,2.0,2508.0,5195.0,12.0,0.0,1.0,14.0,0.0,4.0,1416.0,191.0,770.0,930.0,1772.0,0.0,81.0,46.0,0.0,99.0,0.0,853.0,857.0,275.0,555.0,1589.0,93.0,3167.0,992.0,30.0,1447.0,65.0,9903.0,1.0,19.0,1091.0,733.0,19.0,5.0,0.0,2.0,0.0,5274.0,711.0,2775.0,6.0,78.0,14.0,696.0,2217.0,2258.0,1131.0,1208.0,2188.0,1484.0,10.0,1618.0,241.0,697.0,265.0,1811.0,5167.0,111.0,1700.0,1740.0,0.0,0.0,6.0,32.0,0.0,19721.0,2955.0,1877.0,541.0,6527.0,17636.0,148.0,2420.0,4992.0,7500.0,360.0,12907.0,11401.0,538.0,12897.0,147.0,550.0,7921.0,17.0,4331.0,1049.0,4128.0,2703.0,23897.0,3465.0,1909.0,5185.0,24.0,2161.0,643.0,2937.0,4813.0,2762.0,1345.0,758.0,374.0,2440.0,8960.0,1.0,3346.0,726.0,31.0,9155.0,2755.0,573.0,70.0,3798.0,1346.0,28.0,743.0,718.0,650.0,487.0,6081.0,0.0,429.0,17.0,357.0,7432.0,1174.0,1167.0,3009.0,8.0,565.0,4539.0,13450.0,11132.0,1773.0,411.0,1.0,1.0,8157.0,3207.0,2952.0,3134.0,16167.0,59.0,2473.0,1209.0,2122.0,2060.0,533.0,3.0,1899.0,427.0,354.0,5.0,3020.0,4796.0,2634.0,5842.0,25.0,748.0,1.0,0.0,3973.0,607.0,943.0,5149.0,155.0,10538.0,12496.0,5401.0,964.0,7338.0,570.0,4232.0,6908.0,3053.0,2113.0,12.0,LIS
CAMDA23_MetaSUB_gCSD16_LIS_11,35276.0,402.0,66.0,5650.0,22.0,2.0,4580.0,7439.0,37.0,0.0,1.0,22.0,0.0,30.0,2274.0,97.0,1639.0,717.0,1417.0,1.0,28.0,108.0,0.0,83.0,0.0,1377.0,1466.0,770.0,1081.0,2896.0,67.0,6771.0,1456.0,23.0,1529.0,112.0,15814.0,0.0,5.0,1620.0,1800.0,27.0,7.0,1.0,0.0,0.0,9342.0,1124.0,5796.0,5.0,77.0,1.0,1551.0,2917.0,4521.0,1773.0,1805.0,4682.0,2354.0,18.0,3220.0,354.0,1354.0,413.0,3905.0,10320.0,160.0,4036.0,4393.0,2.0,0.0,4.0,32.0,2.0,38828.0,5114.0,3540.0,1072.0,12377.0,34963.0,246.0,3284.0,11113.0,14107.0,607.0,23473.0,21862.0,950.0,30230.0,176.0,1126.0,16236.0,14.0,7310.0,2302.0,7850.0,5131.0,43844.0,7256.0,3134.0,9186.0,41.0,3732.0,1526.0,5727.0,10774.0,5902.0,2608.0,1653.0,651.0,4622.0,18147.0,0.0,7556.0,1543.0,48.0,19372.0,5477.0,490.0,212.0,7201.0,3331.0,8.0,1828.0,1440.0,1541.0,1012.0,11205.0,11.0,540.0,40.0,801.0,14057.0,1953.0,2225.0,5428.0,3.0,1548.0,10154.0,23600.0,20648.0,2622.0,881.0,2.0,1.0,14749.0,8372.0,5638.0,5943.0,29128.0,80.0,4493.0,2338.0,3893.0,3496.0,928.0,4.0,3537.0,680.0,885.0,6.0,5682.0,9449.0,4984.0,12678.0,47.0,1260.0,2.0,0.0,7363.0,1005.0,2093.0,9959.0,137.0,18265.0,21211.0,8565.0,1649.0,13801.0,1332.0,7625.0,11231.0,4753.0,3905.0,5.0,LIS
CAMDA23_MetaSUB_gCSD16_LIS_12,23107.0,6.0,4.0,158.0,2.0,6.0,3124.0,4918.0,2.0,0.0,0.0,0.0,0.0,1.0,1613.0,2.0,1157.0,185.0,709.0,23.0,50.0,3.0,0.0,0.0,0.0,1095.0,625.0,166.0,693.0,1816.0,134.0,5856.0,1126.0,5.0,675.0,0.0,9292.0,0.0,48.0,895.0,1615.0,2.0,0.0,0.0,11.0,0.0,5523.0,734.0,2578.0,0.0,8.0,0.0,1525.0,419.0,2104.0,515.0,1208.0,2291.0,1613.0,2.0,1240.0,218.0,780.0,7.0,1177.0,9054.0,6.0,658.0,18.0,6.0,0.0,0.0,8.0,0.0,29055.0,3564.0,2849.0,988.0,7738.0,23241.0,34.0,1608.0,9546.0,10708.0,453.0,15921.0,16250.0,701.0,17802.0,7.0,1583.0,9521.0,10.0,4280.0,1584.0,6091.0,3651.0,29713.0,4315.0,2134.0,4784.0,63.0,1489.0,41.0,3617.0,7018.0,4864.0,1131.0,1314.0,502.0,3342.0,12651.0,1.0,3045.0,938.0,4.0,6058.0,3316.0,122.0,4.0,5645.0,3057.0,0.0,1187.0,1279.0,870.0,1028.0,7980.0,0.0,778.0,19.0,559.0,8823.0,1262.0,1946.0,4231.0,0.0,1154.0,6616.0,16018.0,16527.0,1774.0,924.0,8.0,0.0,9160.0,3886.0,3107.0,2789.0,19718.0,22.0,3506.0,1255.0,3215.0,2792.0,788.0,7.0,2798.0,552.0,722.0,17.0,3695.0,4697.0,4165.0,7491.0,22.0,37.0,0.0,0.0,3615.0,469.0,25.0,7247.0,0.0,13224.0,14330.0,4079.0,1466.0,9977.0,869.0,5175.0,8646.0,3009.0,2278.0,0.0,LIS
CAMDA23_MetaSUB_gCSD16_LIS_13,40984.0,2259.0,132.0,2205.0,0.0,6.0,8104.0,13125.0,119.0,0.0,2.0,33.0,0.0,1.0,5686.0,628.0,419.0,3311.0,3557.0,11.0,228.0,1008.0,0.0,584.0,0.0,2232.0,1922.0,111.0,1026.0,3849.0,81.0,1884.0,2092.0,68.0,5396.0,87.0,25826.0,1.0,4.0,4265.0,209.0,9.0,1.0,0.0,16.0,0.0,12361.0,2463.0,4151.0,1.0,541.0,0.0,834.0,9789.0,4275.0,4734.0,4574.0,1690.0,3634.0,118.0,4319.0,894.0,857.0,2099.0,3791.0,8479.0,835.0,3550.0,355.0,0.0,0.0,0.0,250.0,0.0,33353.0,7580.0,3029.0,156.0,12511.0,31338.0,1232.0,9954.0,4073.0,14366.0,932.0,29289.0,21999.0,995.0,12594.0,868.0,489.0,7740.0,40.0,10779.0,1074.0,7683.0,5962.0,54657.0,4790.0,6663.0,9574.0,282.0,7174.0,695.0,6032.0,3360.0,2824.0,2956.0,468.0,719.0,5922.0,6793.0,1.0,2054.0,548.0,454.0,4898.0,3243.0,3268.0,405.0,7993.0,995.0,233.0,1678.0,188.0,291.0,564.0,11960.0,2.0,283.0,54.0,1308.0,13144.0,881.0,1415.0,6282.0,2.0,344.0,6463.0,26952.0,23753.0,5596.0,60.0,6.0,4.0,15269.0,1850.0,9880.0,8592.0,43576.0,68.0,5783.0,1969.0,2724.0,4658.0,1086.0,27.0,1239.0,1044.0,797.0,43.0,4908.0,5669.0,3089.0,8799.0,128.0,625.0,7.0,0.0,8261.0,2399.0,850.0,8345.0,1573.0,28595.0,33933.0,13097.0,861.0,14201.0,404.0,8090.0,19710.0,10927.0,6139.0,1.0,LIS
CAMDA23_MetaSUB_gCSD16_LIS_14,23101.0,2195.0,1.0,2017.0,0.0,7.0,2694.0,9358.0,223.0,0.0,2.0,26.0,1.0,9.0,1864.0,99.0,60.0,604.0,403.0,4.0,22.0,544.0,0.0,74.0,0.0,1226.0,1079.0,35.0,525.0,1953.0,64.0,1018.0,1042.0,80.0,1724.0,120.0,11799.0,10.0,22.0,2056.0,249.0,25.0,9.0,2.0,2.0,0.0,5707.0,1195.0,2483.0,2.0,201.0,8.0,668.0,6839.0,1226.0,2210.0,2364.0,1174.0,1961.0,33.0,1861.0,566.0,615.0,2434.0,3236.0,3501.0,770.0,1173.0,14.0,0.0,0.0,3.0,212.0,2.0,18665.0,4128.0,3014.0,120.0,7051.0,18274.0,1389.0,7048.0,3724.0,7490.0,1012.0,15825.0,11431.0,655.0,7901.0,814.0,362.0,5856.0,35.0,6615.0,664.0,4390.0,3407.0,29242.0,1897.0,3116.0,4774.0,42.0,3715.0,672.0,3709.0,2817.0,1752.0,1475.0,341.0,319.0,3215.0,3813.0,0.0,2640.0,543.0,87.0,3751.0,2116.0,1672.0,14.0,4906.0,287.0,25.0,574.0,111.0,127.0,201.0,6773.0,6.0,176.0,214.0,848.0,8081.0,527.0,264.0,4589.0,0.0,241.0,3517.0,16140.0,14166.0,2820.0,81.0,10.0,7.0,9417.0,1094.0,4341.0,3926.0,23289.0,133.0,2769.0,1118.0,1593.0,2425.0,557.0,10.0,689.0,735.0,19.0,44.0,2703.0,4023.0,1680.0,5417.0,84.0,153.0,5.0,0.0,5091.0,1160.0,176.0,4164.0,123.0,15305.0,17129.0,6632.0,549.0,7299.0,370.0,4037.0,9748.0,6731.0,3542.0,172.0,LIS
CAMDA23_MetaSUB_gCSD16_LIS_15,28769.0,23.0,0.0,2298.0,0.0,258.0,3328.0,8357.0,0.0,0.0,0.0,0.0,9.0,1.0,3000.0,1.0,136.0,19.0,1399.0,0.0,0.0,1.0,0.0,0.0,0.0,86.0,1441.0,1.0,506.0,3316.0,1322.0,1181.0,159.0,28.0,173.0,0.0,7653.0,11.0,5.0,2328.0,7.0,27.0,0.0,28.0,0.0,0.0,4311.0,1300.0,2062.0,0.0,155.0,2.0,849.0,3487.0,1389.0,2097.0,4004.0,546.0,1986.0,0.0,2187.0,1284.0,966.0,34.0,82.0,4561.0,12.0,616.0,186.0,6.0,0.0,0.0,170.0,0.0,13810.0,3407.0,819.0,297.0,6506.0,13835.0,636.0,2046.0,5215.0,8393.0,18.0,14721.0,8186.0,758.0,6880.0,13.0,483.0,6318.0,52.0,4941.0,286.0,4223.0,2642.0,28127.0,1529.0,3571.0,5015.0,3166.0,3732.0,1045.0,2693.0,2310.0,1204.0,816.0,73.0,41.0,2955.0,2240.0,0.0,2768.0,32.0,467.0,2886.0,285.0,2324.0,0.0,4845.0,15.0,11.0,798.0,9.0,181.0,858.0,5790.0,0.0,12.0,5.0,860.0,3427.0,845.0,1107.0,3125.0,20.0,328.0,1217.0,17737.0,13312.0,2607.0,3.0,261.0,4.0,12555.0,68.0,4219.0,4034.0,26527.0,1183.0,3678.0,1101.0,893.0,2861.0,741.0,32.0,624.0,498.0,6.0,49.0,1562.0,5594.0,838.0,6107.0,86.0,789.0,0.0,0.0,3603.0,833.0,569.0,2791.0,1.0,8670.0,16426.0,5975.0,36.0,7288.0,144.0,4217.0,9516.0,4453.0,3126.0,0.0,LIS
CAMDA23_MetaSUB_gCSD16_LIS_16,18357.0,1998.0,2.0,3530.0,4.0,7.0,1960.0,7653.0,27.0,0.0,0.0,20.0,0.0,38.0,1360.0,92.0,55.0,537.0,620.0,4.0,162.0,339.0,0.0,39.0,0.0,1211.0,1004.0,11.0,487.0,1786.0,174.0,882.0,1095.0,49.0,2074.0,3193.0,11367.0,5.0,48.0,1789.0,134.0,43.0,1.0,0.0,6.0,0.0,4876.0,985.0,2218.0,7.0,218.0,0.0,529.0,6559.0,1258.0,1920.0,2095.0,962.0,1903.0,3.0,1607.0,632.0,546.0,2497.0,1892.0,2795.0,1173.0,798.0,31.0,0.0,0.0,0.0,166.0,0.0,16527.0,3816.0,2591.0,200.0,6236.0,16878.0,1279.0,7538.0,3437.0,6609.0,1121.0,14745.0,8864.0,603.0,6666.0,924.0,347.0,4417.0,55.0,6812.0,522.0,3869.0,2987.0,26567.0,2652.0,2857.0,5069.0,196.0,3410.0,592.0,3065.0,2508.0,1507.0,1125.0,392.0,320.0,2927.0,3555.0,2.0,2017.0,469.0,1.0,3355.0,1902.0,1297.0,10.0,3216.0,160.0,50.0,343.0,80.0,91.0,157.0,5826.0,0.0,125.0,18.0,740.0,8237.0,494.0,156.0,4932.0,8.0,105.0,3308.0,15218.0,13410.0,2658.0,181.0,98.0,4.0,9727.0,726.0,5053.0,3236.0,17079.0,61.0,2460.0,825.0,1330.0,2237.0,472.0,18.0,692.0,569.0,736.0,61.0,2461.0,3282.0,1656.0,5267.0,235.0,97.0,18.0,11.0,5031.0,840.0,112.0,3526.0,61.0,14280.0,15631.0,6227.0,479.0,6394.0,381.0,3718.0,9146.0,6750.0,3656.0,6.0,LIS
CAMDA23_MetaSUB_gCSD16_LIS_2,16870.0,2289.0,0.0,2985.0,12.0,1.0,2037.0,7930.0,4.0,0.0,0.0,0.0,0.0,1.0,1944.0,255.0,12.0,927.0,2242.0,2.0,69.0,243.0,0.0,151.0,0.0,1366.0,1028.0,1.0,431.0,1629.0,295.0,818.0,1149.0,44.0,2206.0,9.0,10418.0,6.0,59.0,1581.0,36.0,4.0,0.0,0.0,1.0,0.0,4634.0,892.0,2069.0,0.0,149.0,0.0,565.0,5867.0,1307.0,1627.0,1832.0,984.0,1525.0,1.0,1631.0,494.0,453.0,2076.0,3001.0,2142.0,910.0,574.0,8.0,0.0,0.0,0.0,110.0,0.0,15054.0,3088.0,2080.0,20.0,5162.0,14673.0,1234.0,6743.0,1989.0,6408.0,1008.0,12468.0,8217.0,579.0,4571.0,736.0,237.0,4051.0,4.0,6241.0,470.0,3560.0,2558.0,23020.0,1147.0,3096.0,4519.0,13.0,3239.0,523.0,3176.0,3083.0,1182.0,1028.0,158.0,257.0,2581.0,3013.0,0.0,1808.0,384.0,5.0,1086.0,1594.0,1270.0,7.0,3733.0,41.0,11.0,132.0,11.0,19.0,38.0,4930.0,0.0,154.0,0.0,464.0,7961.0,462.0,44.0,4571.0,0.0,25.0,1817.0,10820.0,10236.0,2387.0,17.0,0.0,1.0,8750.0,755.0,3201.0,3198.0,14704.0,18.0,2375.0,762.0,1355.0,2138.0,491.0,1.0,919.0,575.0,1.0,0.0,1831.0,2641.0,1629.0,3669.0,71.0,382.0,0.0,0.0,4250.0,730.0,167.0,2987.0,489.0,12535.0,14355.0,5724.0,360.0,5821.0,161.0,3644.0,8391.0,5521.0,3165.0,2.0,LIS
