"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"2908648","Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Cardiobacteriaceae","Suttonella",NA
"2923279","Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Ignatzschineriaceae","Ignatzschineria",NA
"1675686","Bacteria","Pseudomonadota","Gammaproteobacteria","Acidiferrobacterales","Acidiferrobacteraceae","Sulfurifustis",NA
"1620215","Bacteria","Pseudomonadota","Gammaproteobacteria","Acidiferrobacterales","Acidiferrobacteraceae","Sulfuricaulis",NA
"2183911","Bacteria","Pseudomonadota","Gammaproteobacteria","Salinisphaerales","Salinisphaeraceae","Salinisphaera",NA
"2698684","Bacteria","Pseudomonadota","Gammaproteobacteria","Nevskiales","Sinobacteraceae","Sinimarinibacterium",NA
"2303331","Bacteria","Pseudomonadota","Gammaproteobacteria","Nevskiales","Sinobacteraceae","Solimonas",NA
"465721","Bacteria","Pseudomonadota","Gammaproteobacteria","Nevskiales","Steroidobacteraceae","Steroidobacter",NA
"1561924","Bacteria","Pseudomonadota","Gammaproteobacteria","Kangiellales","Kangiellaceae","Kangiella",NA
"1196095","Bacteria","Pseudomonadota","Gammaproteobacteria","Orbales","Orbaceae","Gilliamella",NA
"1635327","Bacteria","Pseudomonadota","Gammaproteobacteria","Orbales","Orbaceae","Zophobihabitans",NA
"1810504","Bacteria","Pseudomonadota","Gammaproteobacteria","Immundisolibacterales","Immundisolibacteraceae","Immundisolibacter",NA
"399","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Neorhizobium",NA
"379","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Rhizobium",NA
"358","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Agrobacterium",NA
"1335061","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Pseudorhizobium",NA
"2986920","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Pararhizobium",NA
"3025782","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Allorhizobium",NA
"106592","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ensifer",NA
"380","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Sinorhizobium",NA
"2877941","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Shinella",NA
"1969821","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Ciceribacter",NA
"1813451","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Peteryoungia",NA
"2341112","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Georhizobium",NA
"34020","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Liberibacter",NA
"2725666","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Mesorhizobium",NA
"1867719","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Phyllobacterium",NA
"374606","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Aminobacter",NA
"2599600","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Nitratireductor",NA
"244596","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Hoeflea",NA
"675281","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Aquibium",NA
"2742145","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Oricola",NA
"2712698","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Salaquimonas",NA
"1852022","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Roseitalea",NA
"2305987","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae","Lentilitoribacter",NA
"288000","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium",NA
"1076","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Rhodopseudomonas",NA
"943830","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Tardiphaga",NA
"1882747","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Afipia",NA
"1333996","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Variibacter",NA
"912","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Nitrobacter",NA
"293089","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Aurantimonadaceae","Martelella",NA
"1349819","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Aurantimonadaceae","Aureimonas",NA
"2986949","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Aurantimonadaceae","Jiella",NA
"2906072","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Aurantimonadaceae","Aurantimonas",NA
"2986924","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Brucellaceae","Brucella",NA
"1449781","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Brucellaceae","Ochrobactrum",NA
"2834768","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Brucellaceae","Pseudochrobactrum",NA
"407","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylobacterium",NA
"1882682","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Microvirga",NA
"223967","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylorubrum",NA
"2774137","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Devosia",NA
"2984530","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Pelagibacterium",NA
"1447062","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Youhaiella",NA
"1335043","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Paradevosia",NA
"454601","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Maritalea",NA
"121719","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Stappiaceae","Pannonibacter",NA
"187304","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Stappiaceae","Roseibium",NA
"538381","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Stappiaceae","Stappia",NA
"2021862","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Stappiaceae","Labrenzia",NA
"1898042","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Stappiaceae","Pseudovibrio",NA
"223390","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Ancylobacter",NA
"2789216","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Labrys",NA
"2709380","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Starkeya",NA
"2528964","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Xanthobacter",NA
"331696","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Pseudolabrys",NA
"7","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Azorhizobium",NA
"2820278","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Xanthobacteraceae","Aquabacter",NA
"1842539","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Boseaceae","Bosea",NA
"53399","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Hyphomicrobium",NA
"1069","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Rhodomicrobium",NA
"2872646","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Caenibius",NA
"2170729","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Methyloceanibacter",NA
"674703","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Rhodoplanes",NA
"2742204","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Methyloligella",NA
"1608628","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae","Filomicrobium",NA
"134","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylocystaceae","Methylocystis",NA
"1437009","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylocystaceae","Chenggangzhangella",NA
"426","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylocystaceae","Methylosinus",NA
"2795690","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Kaistiaceae","Kaistia",NA
"1482074","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Pleomorphomonadaceae","Hartmannibacter",NA
"1940610","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Phreatobacteraceae","Phreatobacter",NA
"2712222","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","","Nordella",NA
"1235591","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","","Pseudorhodoplanes",NA
"708113","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","","Terrihabitans",NA
"573658","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","","Candidatus Hodgkinia",NA
"533","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Beijerinckia",NA
"199596","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylocella",NA
"569860","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Methylovirgula",NA
"1712261","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Parvibaculaceae","Pyruvatibacter",NA
"256618","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Parvibaculaceae","Parvibaculum",NA
"2593653","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Parvibaculaceae","Kaustia",NA
"1458461","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Parvibaculaceae","Candidatus Phaeomarinobacter",NA
"1702325","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Chelatococcaceae","Chelatococcus",NA
"2528642","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Lichenihabitantaceae","Lichenihabitans",NA
"773","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Bartonellaceae","Bartonella",NA
"2304600","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Breoghaniaceae","Breoghania",NA
"1798205","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Cohaesibacteraceae","Cohaesibacter",NA
"2928472","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Amorphaceae","Acuticoccus",NA
"2233851","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Blastochloridaceae","Blastochloris",NA
"185951","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"13690","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",NA
"158500","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
"165697","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis",NA
"160791","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Rhizorhabdus",NA
"2762748","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingosinithalassobacter",NA
"392610","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus",NA
"2026624","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Parasphingopyxis",NA
"150203","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Blastomonas",NA
"2762729","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingopyxis",NA
"941907","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Allosphingosinicella",NA
"1582356","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomicrobium",NA
"1921510","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Tardibacter",NA
"1634516","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Citromicrobium",NA
"2725558","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Parasphingorhabdus",NA
"1550733","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Aquisediminimonas",NA
"1763828","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Hankyongella",NA
"39960","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter",NA
"2003315","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Porphyrobacter",NA
"1532023","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Qipengyuania",NA
"450378","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Croceicoccus",NA
"3003265","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Aurantiacibacter",NA
"2338327","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Tsuneonella",NA
"2067415","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Altererythrobacter",NA
"543877","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Pelagerythrobacter",NA
"645517","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Paraurantiacibacter",NA
"1267766","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Croceibacterium",NA
"1892855","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingosinicellaceae","Sphingosinicella",NA
"1508451","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingosinicellaceae","Polymorphobacter",NA
"2759707","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingosinicellaceae","Sandaracinobacteroides",NA
"542","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Zymomonadaceae","Zymomonas",NA
"41275","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"1679497","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"78587","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis",NA
"3015177","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA
"2686094","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Terricaulis",NA
"59779","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccus",NA
"35806","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Rhodovulum",NA
"1061","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Rhodobacter",NA
"1063","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cereibacter",NA
"2840474","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Gemmobacter",NA
"2579971","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paroceanicella",NA
"991904","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Polymorphum",NA
"195105","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Haematobacter",NA
"1335048","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Frigidibacter",NA
"2692330","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Falsirhodobacter",NA
"1461694","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Pseudooceanicola",NA
"2916397","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Rhodophyticola",NA
"1549850","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Thioclava",NA
"1075","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Fuscovulum",NA
"1411902","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Pacificitalea",NA
"2494374","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Tabrizicola",NA
"1826607","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Silicimonas",NA
"2758038","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Pontibrevibacter",NA
"2613965","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Pseudopuniceibacterium",NA
"2500533","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Pseudorhodobacter",NA
"2588711","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Pelagovum",NA
"2789856","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Pontivivens",NA
"2605946","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Pukyongiella",NA
"154981","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Aliiroseovarius",NA
"245188","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Yoonia",NA
