ID	Species	AST-based group	WGS - AMR markers
S79	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib7, AcrA, AcrB, AcrD, AcrR, argR, ArnT, BaeR, BaeS, bamB, clpV-tssH, cpsACP, CpxA, CrcB, CRP, cusR, cycA, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, Fosa7.3, galF, GlpT, gnd, H-NS, hcp-tssD, icmF-tssM, impA-tssA, IroE, KdeA, KPC-2, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB19, parC, PatA, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-1, SilA, SilB, SilC, Sul1, tesA, tle1, tli1, tssF, ugd, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, wzi, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S80	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib-cr, aadA2, AcrA, AcrB, AcrD, AcrR, APH(3')-Ia, argR, ArnT, Arr-2, BaeR, BaeS, bamB, BasS, CatB3, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, irp1, irp2, KdeA, kfoC, KPC-3, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, Mph(A), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, Mrx, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, OXA-1, parC, PatA, QnrS7, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, srpC, Sul1, TEM-1, tesA, tle1, tli1, tssF, ugd, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, virB, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S81	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib-cr, aadA2, AcrA, AcrB, AcrD, AcrR, argR, ArmA, ArnT, BaeR, BaeS, bamB, CatB3, CatI, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA1, DfrA12, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, IroE, irp1, irp2, IucA, iucB, iucC, iucD, iutA, KdeA, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, MerR, Mph(D), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, MsrE, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB20, OXA-1, OXA-232, parC, PatA, ptxD, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, Sat2, sciN-tssJ, sfaG, SHV-28, SilA, SilB, SilC, Sul1, TEM-1, tesA, Tet(D), tssF, ugd, UhpT, vasE-tssK, Vga(C), vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S82	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib-cr, aadA2, AcrA, AcrB, AcrD, AcrR, argR, ArmA, ArnT, BaeR, BaeS, bamB, CatB3, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA1, DfrA12, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, IroE, irp1, irp2, KdeA, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, MerR, Mph(D), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, MsrE, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB20, OXA-1, OXA-232, parC, PatA, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, Sat2, sciN-tssJ, sfaG, SHV-28, Sul1, TEM-1, tesA, Tet(D), tssF, ugd, UhpT, vasE-tssK, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S83	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib-cr, aadA2, AcrA, AcrB, AcrD, AcrR, argR, ArmA, ArnT, BaeR, BaeS, bamB, CatB3, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA1, DfrA12, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, IroE, irp1, irp2, KdeA, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, MerR, Mph(D), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, MsrE, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB20, OXA-1, OXA-232, parC, PatA, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, Sat2, sciN-tssJ, sfaG, SHV-28, Sul1, TEM-1, tesA, Tet(D), tssF, ugd, UhpT, vasE-tssK, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S84	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib-cr, aadA2, AcrA, AcrB, AcrD, AcrR, argR, ArmA, ArnT, BaeR, BaeS, bamB, CatB3, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA1, DfrA12, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, IroE, irp1, irp2, KdeA, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, MerR, Mph(D), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, MsrE, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB20, OXA-1, OXA-232, parC, PatA, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, Sat2, sciN-tssJ, sfaG, SHV-28, Sul1, TEM-1, tesA, Tet(D), tssF, ugd, UhpT, vasE-tssK, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S85	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib-cr, aadA2, AcrA, AcrB, AcrD, AcrR, argR, ArmA, ArnT, BaeR, BaeS, bamB, CatB3, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA1, DfrA12, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, IroE, irp1, irp2, KdeA, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, MerR, Mph(D), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, MsrE, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB20, OXA-1, OXA-232, parC, PatA, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, Sat2, sciN-tssJ, sfaG, SHV-28, Sul1, TEM-1, tesA, Tet(D), tssF, ugd, UhpT, vasE-tssK, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S86	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib-cr, aadA2, AcrA, AcrB, AcrD, AcrR, argR, ArmA, ArnT, BaeR, BaeS, bamB, CatB3, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA1, DfrA12, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, IroE, irp1, irp2, KdeA, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, MerR, Mph(D), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, MsrE, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB20, OXA-1, OXA-232, parC, PatA, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, Sat2, sciN-tssJ, sfaG, SHV-28, Sul1, TEM-1, tesA, Tet(D), tssF, ugd, UhpT, vasE-tssK, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S87	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib-cr, aadA2, AcrA, AcrB, AcrD, AcrR, argR, ArmA, ArnT, BaeR, BaeS, bamB, CatB3, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA1, DfrA12, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, IroE, irp1, irp2, KdeA, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, MerR, Mph(D), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, MsrE, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB20, OXA-1, OXA-232, parC, PatA, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, Sat2, sciN-tssJ, sfaG, SHV-28, Sul1, TEM-1, tesA, Tet(D), tssF, ugd, UhpT, vasE-tssK, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S88	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib-cr, aadA2, AcrA, AcrB, AcrD, AcrR, argR, ArmA, ArnT, BaeR, BaeS, bamB, CatB3, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA1, DfrA12, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, IroE, irp1, irp2, KdeA, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, MerR, Mph(D), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, MsrE, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB20, OXA-1, OXA-232, parC, PatA, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, Sat2, sciN-tssJ, sfaG, SHV-28, Sul1, TEM-1, tesA, Tet(D), tssF, ugd, UhpT, vasE-tssK, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S89	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib-cr, aadA2, AcrA, AcrB, AcrD, AcrR, argR, ArnT, BaeR, BaeS, bamB, CatB3, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA12, dotU-tssL, EmrD, EmrR, entA, entB, entC, entD, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, GlpT, gnd, gyrA, H-NS, hcp-tssD, icmF-tssM, impA-tssA, IroE, KdeA, KPC-3, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, Mph(A), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, Mrx, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB32, OXA-1, parC, parE, PatA, ptxD, QnrS7, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-1, SilA, SilB, SilC, srpC, Sul1, tesA, tssF, ugd, UhpT, vasE-tssK, vgrG-tssI, vipA-tssB, vipB-tssC, wza, wzi, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S90	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib-cr, AcrA, AcrB, AcrD, AcrR, APH(3')-Ia, argR, ArnT, Arr-3, BaeR, BaeS, bamB, CatB3, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, EmrD, EmrR, entA, entB, entC, entD, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, glf, GlpT, gnd, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, KdeA, kfoC, KPC-2, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, Mph(A), mrkA, mrkB, mrkD, mrkF, mrkH, mrkI, mrkJ, Mrx, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OXA-1, parC, PatA, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-187, SilA, SilB, SilC, srpC, Sul1, tesA, tssF, ugd, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, virB, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S91	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib-cr, AcrA, AcrB, AcrD, APH(3'')-Ib, APH(6)-Id, argR, ArnT, BaeR, BaeS, bamB, CatB3, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, KdeA, kfoC, KPC-2, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB19, OXA-1, parC, PatA, PmrE, QnrB1, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-28, SilA, SilB, SilC, Sul2, TEM-1, tesA, Tet(A), tli1, tssF, UhpT, vasE-tssK, vgrG-tssI, vipA-tssB, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S92	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib-Hangzhou, aadA2, AcrA, AcrB, AcrD, AcrR, APH(3'')-Ib, APH(3')-VI, APH(6)-Id, argR, ArnT, Arr-2, BaeR, BaeS, bamB, BRP(MBL), CatB, clpV-tssH, CMY-59, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA12, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, ErmB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, icmF-tssM, IroE, irp1, irp2, IucA, iucB, iucC, iucD, iutA, KdeA, kfoC, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, MerR, Mph(A), mrkA, mrkB, mrkC, mrkD, mrkF, mrkI, mrkJ, Mrx, MsbA, mtfA, NDM-1, OmpA, OmpK36, OmpK37, ompR, OqxA, parC, PatA, QnrB1, RamA, rcsA, rcsB, RmtF, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-1, srpC, sugE, Sul1, Sul2, TEM-1, tesA, tssF, ugd, UhpT, vasE-tssK, Vga(C), vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S93	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib-Hangzhou, aadA2, AcrA, AcrB, AcrD, AcrR, APH(3'')-Ib, APH(3')-VI, APH(6)-Id, argR, ArnT, Arr-2, BaeR, BaeS, bamB, BRP(MBL), CatB, clpV-tssH, CMY-59, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA12, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, ErmB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, icmF-tssM, IroE, irp1, irp2, IucA, iucB, iucC, iucD, iutA, KdeA, kfoC, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, MerR, Mph(A), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, Mrx, MsbA, mtfA, NDM-1, OmpA, OmpK36, OmpK37, ompR, OqxA, parC, PatA, QnrB1, RamA, rcsA, rcsB, RmtF, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-1, srpC, sugE, Sul1, Sul2, TEM-1, tesA, tssF, ugd, UhpT, vasE-tssK, Vga(C), vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S94	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib-Hangzhou, aadA2, AcrA, AcrB, AcrD, AcrR, APH(3'')-Ib, APH(3')-VI, APH(6)-Id, argR, ArnT, Arr-2, BaeR, BaeS, bamB, BRP(MBL), CatB, clpV-tssH, CMY-59, cpsACP, CpxA, CTX-M-15, cusR, cycA, DfrA12, dotU-tssL, EmrD, EmrR, entA, entB, entC, eptB, ErmB, feoB, fepA, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, icmF-tssM, IroE, irp1, irp2, IucA, iucB, iucC, iucD, iutA, KdeA, kfoC, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, MerR, Mph(A), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, Mrx, MsbA, mtfA, NDM-1, OmpA, OmpK36, OmpK37, ompR, OqxA, OXA-181, parC, PatA, QnrB1, RamA, rcsA, rcsB, RmtF, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-1, srpC, sugE, Sul1, Sul2, TEM-1, tesA, tssF, ugd, UhpT, vasE-tssK, Vga(C), vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S95	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib-Hangzhou, aadA2, AcrA, AcrB, AcrD, AcrR, APH(3'')-Ib, APH(3')-VI, APH(6)-Id, argR, ArnT, Arr-2, BaeR, BaeS, bamB, BRP(MBL), CatB, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA12, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, ErmB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, icmF-tssM, IroE, irp1, irp2, IucA, iucB, iucC, iucD, iutA, KdeA, kfoC, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, MerR, Mph(A), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, Mrx, MsbA, mtfA, NDM-1, OmpA, OmpK36, OmpK37, ompR, OqxA, OXA-181, parC, PatA, QnrB1, RamA, rcsA, rcsB, RmtF, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-1, srpC, Sul1, Sul2, TEM-1, tesA, tssF, ugd, UhpT, vasE-tssK, Vga(C), vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S96	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib-Hangzhou, AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, argR, ArnT, BaeR, BaeS, bamB, BRP(MBL), CatB, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA1, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, IroE, irp1, irp2, IucA, iucB, iucC, iucD, iutA, KdeA, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, MerR, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, NDM-1, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB20, OXA-232, OXA-9, parC, PatA, QacE, QnrS7, RamA, rcsA, rcsB, RmtF, rnfC, RosA, RosB, rpoS, Rpsl, Sat2, sciN-tssJ, sfaG, SHV-28, SilA, SilB, SilC, Sul1, TEM-1, tesA, Tet(A), tssF, ugd, UhpT, vasE-tssK, Vga(C), vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S97	Klebsiella pneumoniae	CP CRE	AAC(6')-Ib-Hangzhou, AcrA, AcrB, AcrR, APH(3'')-Ib, APH(3')-VI, APH(6)-Id, argR, ArnT, Arr-3, BaeR, BaeS, bamB, BRP(MBL), CatB, clpV-tssH, CMY-59, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, icmF-tssM, IroE, irp1, irp2, KdeA, kfoC, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, MerR, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, NDM-1, OmpA, OmpK36, OmpK37, ompR, OqxA, OXA-181, parC, PatA, QnrB1, RamA, rcsA, rcsB, RmtF, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-1, sugE, Sul2, TEM-1, tesA, tssF, ugd, UhpT, vasE-tssK, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
